gene	drug	regulatory approval	indication	interaction score
MAPT	DERRUBONE	Not Approved	""	0.01984416902331613
MAPT	DITHIAZANINE IODIDE	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL457504	Not Approved	""	0.01700928773427097
MAPT	CHOLECALCIFEROL	Approved	""	0.009922084511658068
MAPT	GW5074	Not Approved	""	0.005412046097268038
MAPT	CHEMBL:CHEMBL601353	Not Approved	""	0.05953250706994841
MAPT	ITRACONAZOLE	Not Approved	""	0.05953250706994841
MAPT	HOMIDIUM BROMIDE	Not Approved	""	0.004105690142755062
MAPT	CHEMBL:CHEMBL17201	Not Approved	""	0.01700928773427097
MAPT	POMIFERIN	Not Approved	""	0.01322944601554409
MAPT	AMENTOFLAVONE	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL234338	Not Approved	""	0.005669762578090324
MAPT	EPALRESTAT	Not Approved	""	0.02381300282797936
MAPT	MANGOSTIN	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL1601846	Not Approved	""	0.005176739745212905
MAPT	PROTOAPIGENONE	Not Approved	""	0.008504643867135486
MAPT	SANGUINARINE SULFATE	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL523200	Not Approved	""	0.007003824361170402
MAPT	SLAZINIC ACID	Not Approved	""	0.005669762578090324
MAPT	IODOPHTHALEIN	Not Approved	""	0.0148831267674871
MAPT	GF109203X	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL1588679	Not Approved	""	0.02381300282797936
MAPT	HELIOMYCIN	Not Approved	""	0.0297662535349742
MAPT	RESVERATROL	Approved	antineoplastic agent,antidiabetic,for treatment of herpes simplex virus 1	0.002429898247752996
MAPT	CHEMBL:CHEMBL590691	Not Approved	""	0.01984416902331613
MAPT	GOSURANEMAB	Not Approved	""	0.1190650141398968
MAPT	TYRPHOSTIN 47	Not Approved	""	0.007441563383743551
MAPT	DANTROLENE	Approved	Muscle Relaxants	0.01322944601554409
MAPT	ACID BLUE 129	Not Approved	""	0.006266579691573517
MAPT	ELLIPTECINE	Not Approved	""	0.003720781691871775
MAPT	HYPERICIN	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL175266	Not Approved	""	0.008504643867135486
MAPT	LAPACHONE	Not Approved	""	0.004579423620765263
MAPT	CHEMBL:CHEMBL601110	Not Approved	""	0.01700928773427097
MAPT	TANSHINONE I	Not Approved	""	0.01190650141398968
MAPT	DAMNACANTHAL	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL538542	Not Approved	""	0.0148831267674871
MAPT	SB-415286	Not Approved	""	0.005953250706994841
MAPT	RO31-8220	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL222556	Not Approved	""	0.01082409219453607
MAPT	CHEMBL:CHEMBL1534034	Not Approved	""	0.01190650141398968
MAPT	SB-408124	Not Approved	""	0.0148831267674871
MAPT	PITTSBURGH COMPOUND B	Not Approved	""	0.1190650141398968
MAPT	12A-HYDROXY-5-DEOXYDEHYDROMUNDUSERONE	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL579837	Not Approved	""	0.01984416902331613
MAPT	OXYTETRACYCLINE ANHYDROUS	Approved	""	0.005953250706994841
MAPT	CAPSAZEPINE	Not Approved	""	0.005412046097268038
MAPT	CHEMBL:CHEMBL578294	Not Approved	""	0.01984416902331613
MAPT	PATULIN	Not Approved	""	0.01322944601554409
MAPT	ISOLIQUIRITIGENIN	Not Approved	""	0.009922084511658068
MAPT	SULFURETIN	Not Approved	""	0.007441563383743551
MAPT	1,2-NAPHTHOQUINONE	Not Approved	""	0.01322944601554409
MAPT	ALLOXAN	Not Approved	""	0.0297662535349742
MAPT	CIS-RESVERATROL	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL585656	Not Approved	""	0.01190650141398968
MAPT	PYRANTEL PAMOATE	Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL597035	Not Approved	""	0.01984416902331613
MAPT	CHEMBL:CHEMBL328710	Not Approved	""	0.01082409219453607
MAPT	EMODIC ACID	Not Approved	""	0.009922084511658068
MAPT	2,6-DIMETHOXYQUINONE	Not Approved	""	0.01700928773427097
MAPT	OXOPURPUREINE	Not Approved	""	0.01700928773427097
MAPT	CAFFEIC ACID PHENETHYL ESTER	Not Approved	""	0.008504643867135486
MAPT	GRINIMIBINE	Not Approved	""	0.02381300282797936
MAPT	PHENOTHIAZINE	Not Approved	""	0.007441563383743551
MAPT	COUMESTROL	Not Approved	""	0.01190650141398968
MAPT	NBQX	Not Approved	""	0.007441563383743551
MAPT	PD-98059	Not Approved	""	0.003217973355132346
MAPT	CHEMBL:CHEMBL578741	Not Approved	""	0.005669762578090324
MAPT	ZAPA	Not Approved	""	0.01700928773427097
MAPT	VITAMIN K3	Approved	for reducing EGFR-inhibitor-induced dermatological side effects	0.004105690142755062
MAPT	CARUBICIN	Not Approved	""	0.01322944601554409
MAPT	CHEMBL:CHEMBL244707	Not Approved	""	0.01082409219453607
MAPT	AGROCLAVINE	Not Approved	""	0.02381300282797936
MAPT	3-METHOXYCATECHOL	Not Approved	""	0.01190650141398968
MAPT	LANSOPRAZOLE	Approved	antiulcer agent,Proton pump inhibitor	0.004105690142755062
MAPT	ATHRAQUINONES A	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL580421	Not Approved	""	0.01082409219453607
MAPT	SAPPANONE A DIMETHYL ETHER	Not Approved	""	0.01984416902331613
MAPT	INAMRINONE	Approved	Cardiotonic Agents; Phosphodiesterase Inhibitors	0.006266579691573517
MAPT	PBT-1033	Not Approved	""	0.1190650141398968
MAPT	(-)-N-PORPHYNORAPOMORPHINE	Not Approved	""	0.0148831267674871
MAPT	PLUMBAGIN	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL1451216	Not Approved	""	0.007003824361170402
MAPT	CARBONYL CYANIDE M-CHLOROPHENYLHYDRAZONE	Not Approved	""	0.0297662535349742
MAPT	ZAGOTENEMAB	Not Approved	""	0.1190650141398968
MAPT	TRIBROMSALAN	Approved	""	0.0297662535349742
MAPT	TRANSPLATIN	Not Approved	""	0.01700928773427097
MAPT	EMBELIN	Not Approved	""	0.007937667609326455
MAPT	CHEMBL:CHEMBL581574	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL146710	Not Approved	""	0.01322944601554409
MAPT	CHEMBL:CHEMBL602969	Not Approved	""	0.009922084511658068
MAPT	NITAZOXANIDE	Approved	""	0.009922084511658068
MAPT	CHEMBL:CHEMBL126804	Not Approved	""	0.01984416902331613
MAPT	IRIGENOL	Not Approved	""	0.008504643867135486
MAPT	DAUNORUBICIN LIPOSOMAL	Approved	antineoplastic agent	0.001308406748790074
MAPT	NPPB	Not Approved	""	0.0148831267674871
MAPT	PICEATANNOL	Not Approved	""	0.005669762578090324
MAPT	PROTOPORPHYRIN	Not Approved	""	0.004762600565595873
MAPT	APOMORPHINE HYDROCHLORIDE HEMIHYDRATE	Not Approved	""	0.006614723007772046
MAPT	3,4-DICHLOROISOCOUMARIN	Not Approved	""	0.007937667609326455
MAPT	P-AMINOHIPPURATE	Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL1379900	Not Approved	""	0.05953250706994841
MAPT	PURPUROGALLIN	Not Approved	""	0.003307361503886023
MAPT	CEAROIN	Not Approved	""	0.03968833804663227
MAPT	AG 9	Not Approved	""	0.01700928773427097
MAPT	INDIRUBIN-3'-MONOXIME	Not Approved	""	0.006266579691573517
MAPT	ANGUSTIBALIN	Not Approved	""	0.01082409219453607
MAPT	MYRICETIN	Not Approved	""	0.00297662535349742
MAPT	CHEMBL:CHEMBL1367933	Not Approved	""	0.0148831267674871
MAPT	DIHYDROXANTHOHUMOL	Not Approved	""	0.01700928773427097
MAPT	DIHYDROGAMBOGIC ACID	Not Approved	""	0.01082409219453607
MAPT	CHEMBL:CHEMBL2094456	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL527620	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL601952	Not Approved	""	0.01322944601554409
MAPT	CHEMBL:CHEMBL600738	Not Approved	""	0.01984416902331613
MAPT	RABEPRAZOLE	Approved	Proton pump inhibitor	0.004579423620765263
MAPT	MECYSTEINE HYDROCHLORIDE	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL536375	Not Approved	""	0.03968833804663227
MAPT	HEXACHLOROPHENE	Approved	""	0.002904024735119435
MAPT	CHEMBL:CHEMBL1569494	Not Approved	""	0.02381300282797936
MAPT	OXIDOPAMINE HYDROCHLORIDE	Not Approved	""	0.007003824361170402
MAPT	CHEMBL:CHEMBL585591	Not Approved	""	0.004961042255829034
MAPT	CHELERYTHRINE	Not Approved	""	0.009922084511658068
MAPT	CHEMBL:CHEMBL166486	Not Approved	""	0.0148831267674871
MAPT	ARUNDINE	Not Approved	""	0.03968833804663227
MAPT	SANGUINARIUM	Not Approved	""	0.004762600565595873
MAPT	CHEMBL:CHEMBL528807	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL538104	Not Approved	""	0.02381300282797936
MAPT	DIAMIDE	Not Approved	""	0.01984416902331613
MAPT	CHEMBL:CHEMBL19954	Not Approved	""	0.006614723007772046
MAPT	FUMARPROTOCETRARIC ACID	Not Approved	""	0.009922084511658068
MAPT	3,4-DIDESMETHYL-5-DESHYDROXY-3'-ETHOXYSCLEROIN	Not Approved	""	0.01700928773427097
MAPT	FENRETINIDE	Approved	antineoplastic agent	0.004579423620765263
MAPT	CHEMBL:CHEMBL428789	Not Approved	""	0.007937667609326455
MAPT	KAEMPHEROL	Not Approved	""	0.006614723007772046
MAPT	CHEMBL:CHEMBL1984884	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL531322	Not Approved	""	0.01984416902331613
MAPT	STICTIC ACID	Not Approved	""	0.006614723007772046
MAPT	CHEMBL:CHEMBL591628	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL505670	Not Approved	""	0.003401857546854194
MAPT	CHEMBL:CHEMBL1465049	Not Approved	""	0.008504643867135486
MAPT	CHEMBL:CHEMBL578512	Not Approved	""	0.004105690142755062
MAPT	CHEMBL:CHEMBL310934	Not Approved	""	0.05953250706994841
MAPT	BEPRANEMAB	Not Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL1257092	Not Approved	""	0.01700928773427097
MAPT	BCR-ABL INHIBITOR GNF-2	Not Approved	""	0.03968833804663227
MAPT	LINOLENIC ACID	Approved	""	0.005669762578090324
MAPT	L 755507	Not Approved	""	0.02381300282797936
MAPT	PHENAZOPYRIDINE HYDROCHLORIDE	Approved	""	0.007441563383743551
MAPT	LAVENDUSTIN A	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL1372046	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL67535	Not Approved	""	0.006266579691573517
MAPT	ISOEUGENITOL	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL1426508	Not Approved	""	0.02381300282797936
MAPT	ELLAGIC ACID	Not Approved	""	0.004252321933567743
MAPT	NIGULDIPINE	Not Approved	""	0.0148831267674871
MAPT	QUERCETIN	Approved	""	0.001507152077720213
MAPT	GARCINONE E	Not Approved	""	0.01190650141398968
MAPT	BILIRUBIN	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL600734	Not Approved	""	0.01082409219453607
MAPT	DIHYDROERGOCRISTINE	Approved	""	0.0297662535349742
MAPT	METHYLTHIONINIUM CHLORIDE	Not Approved	""	0.004961042255829034
MAPT	CISPLATIN	Approved	""	0.0008211380285510126
MAPT	AROMATICIN	Not Approved	""	0.0297662535349742
MAPT	GOSURANEMAB	Not Approved	""	0.1190650141398968
MAPT	CHELERYTHRINE CHLORIDE	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL609606	Not Approved	""	0.01190650141398968
MAPT	DIHYDROERGOCRISTINE MESYLATE	Not Approved	""	0.0297662535349742
MAPT	TYRPHOSTIN A9	Not Approved	""	0.005412046097268038
MAPT	CARBOPLATIN	Approved	""	0.001353011524317009
MAPT	ROSMARINIC ACID	Not Approved	""	0.0148831267674871
MAPT	GEFITINIB	Approved	antineoplastic agent	0.0017509560902926
MAPT	PARAROSANILINE	Not Approved	""	0.01082409219453607
MAPT	KOPARIN	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL578890	Not Approved	""	0.03968833804663227
MAPT	Z-PRO-PROLINAL	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL399530	Not Approved	""	0.02381300282797936
MAPT	SAPPANONE A TRIMETHYL ETHER	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL525103	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL580183	Not Approved	""	0.02381300282797936
MAPT	NOREPINEPHRINE	Approved	Antihypotensive Agents; Vasoconstrictor Agents	0.003720781691871775
MAPT	CHEMBL:CHEMBL1412489	Not Approved	""	0.0148831267674871
MAPT	FELODIPINE	Approved	antihypertensive agent	0.007003824361170402
MAPT	PD-169316	Not Approved	""	0.009922084511658068
MAPT	WORTMANNIN	Not Approved	""	0.004252321933567743
MAPT	GW282974X	Not Approved	""	0.0148831267674871
MAPT	BISANHYDRORUTILANTINONE	Not Approved	""	0.03968833804663227
MAPT	HYDROXYZINE PAMOATE	Approved	""	0.01190650141398968
MAPT	CURCUMIN	Approved	""	0.001804015365756012
MAPT	RHEIN	Not Approved	""	0.005412046097268038
MAPT	JUGLONE	Not Approved	""	0.005953250706994841
MAPT	AURINTRICARBOXYLIC ACID	Not Approved	""	0.003840806907738607
MAPT	ETHACRIDINE LACTATE	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL607309	Not Approved	""	0.01322944601554409
MAPT	CARBIDOPA ANHYDROUS	Approved	antiparkinson agent	0.01190650141398968
MAPT	CHEMBL:CHEMBL1989853	Not Approved	""	0.0148831267674871
MAPT	TANSHINONE IIA	Not Approved	""	0.009158847241530526
MAPT	SU9516	Not Approved	""	0.007441563383743551
MAPT	CHEMBL:CHEMBL85194	Not Approved	""	0.01984416902331613
MAPT	CHEMBL:CHEMBL601140	Not Approved	""	0.0297662535349742
MAPT	N-OLEOYLDOPAMINE	Not Approved	""	0.006614723007772046
MAPT	OSAJIN	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL274921	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL528181	Not Approved	""	0.01700928773427097
MAPT	ZK-93423	Not Approved	""	0.0297662535349742
MAPT	DECYNIUM 22	Not Approved	""	0.005176739745212905
MAPT	ZAGOTENEMAB	Not Approved	""	0.1190650141398968
MAPT	MITOXANTRONE HYDROCHLORIDE	Approved	""	0.003720781691871775
MAPT	IRIGINOL HEXAACEATATE	Not Approved	""	0.01082409219453607
MAPT	CHEMBL:CHEMBL578504	Not Approved	""	0.01700928773427097
MAPT	TOLONIUM CHLORIDE	Not Approved	""	0.006614723007772046
MAPT	CHEMBL:CHEMBL68534	Not Approved	""	0.006266579691573517
MAPT	CHEMBL:CHEMBL1567571	Not Approved	""	0.007937667609326455
MAPT	OMEPRAZOLE	Approved	Proton pump inhibitor,antiulcer agent	0.003217973355132346
MAPT	CHEMBL:CHEMBL605077	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL515252	Not Approved	""	0.008504643867135486
MAPT	CHEMBL:CHEMBL580155	Not Approved	""	0.02381300282797936
MAPT	POSDINEMAB	Not Approved	""	0.1190650141398968
MAPT	LUTEOLIN	Not Approved	""	0.003720781691871775
MAPT	CHEMBL:CHEMBL2181040	Not Approved	""	0.2381300282797936
MAPT	SB 204741	Not Approved	""	0.009922084511658068
MAPT	DIMETHYL GAMBOGATE	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL587620	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL1814509	Not Approved	""	0.01700928773427097
MAPT	METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE	Not Approved	""	0.01322944601554409
MAPT	GALLIC ACID	Not Approved	""	0.009922084511658068
MAPT	CONGO RED	Not Approved	""	0.007937667609326455
MAPT	DAUNORUBICIN HYDROCHLORIDE	Approved	""	0.003608030731512025
MAPT	LAPACHOL	Not Approved	""	0.02381300282797936
MAPT	4,4'-DIMETHOXYDALBERGIONE	Not Approved	""	0.0297662535349742
MAPT	ROTTLERIN	Not Approved	""	0.009158847241530526
MAPT	CHEMBL:CHEMBL582473	Not Approved	""	0.03968833804663227
MAPT	TILAVONEMAB	Not Approved	""	0.1190650141398968
MAPT	PHOSMET	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL601367	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL1510164	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL252417	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL2181039	Not Approved	""	0.2381300282797936
MAPT	METHYLDOPA (RACEMIC)	Not Approved	""	0.009922084511658068
MAPT	TYRPHOSTIN 23	Not Approved	""	0.005669762578090324
MAPT	PANTOPRAZOLE SODIUM	Approved	Proton pump inhibitor	0.01190650141398968
MAPT	NORDEFRIN	Not Approved	""	0.02381300282797936
MAPT	BITHIONOL	Approved	""	0.004961042255829034
MAPT	STREPTONIGRIN	Not Approved	""	0.005953250706994841
MAPT	CHEMBL:CHEMBL1397308	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL1498652	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL297304	Not Approved	""	0.007937667609326455
MAPT	2-BENZOYL-5-METHOXYBENZOQUINONE	Not Approved	""	0.02381300282797936
MAPT	5-BENZYLOXYTRYPTAMINE	Not Approved	""	0.03968833804663227
MAPT	CHEMBL:CHEMBL548017	Not Approved	""	0.02381300282797936
MAPT	HAEMATOXYLIN	Not Approved	""	0.004579423620765263
MAPT	CHEMBL:CHEMBL314639	Not Approved	""	0.1190650141398968
MAPT	MORIN	Not Approved	""	0.006266579691573517
MAPT	CHEMBL:CHEMBL533293	Not Approved	""	0.01082409219453607
MAPT	1,4-DIMETHOXYANTHRAQUINONE	Not Approved	""	0.01190650141398968
MAPT	CHEMBL:CHEMBL601385	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL600747	Not Approved	""	0.02381300282797936
MAPT	CHEMBL:CHEMBL1306524	Not Approved	""	0.0297662535349742
MAPT	CHEMBL:CHEMBL1574420	Not Approved	""	0.01984416902331613
MAPT	CHEMBL:CHEMBL527584	Not Approved	""	0.009922084511658068
MAPT	CHEMBL:CHEMBL122701	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL1543865	Not Approved	""	0.01984416902331613
MAPT	OBTUSAQUINONE	Not Approved	""	0.01984416902331613
MAPT	DIHYDROERGOTAMINE MESYLATE	Approved	antimigraine agent	0.01190650141398968
MAPT	STAUROSPORINE AGLYCON	Not Approved	""	0.1190650141398968
MAPT	GENTIAN VIOLET CATION	Approved	""	0.006266579691573517
MAPT	4-METHOXYDALBERGIONE	Not Approved	""	0.01322944601554409
MAPT	CHEMBL:CHEMBL579105	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL227959	Not Approved	""	0.0297662535349742
MAPT	MACLURAXANTHONE	Not Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL462861	Not Approved	""	0.03968833804663227
MAPT	CRYPTOTANSHINONE	Not Approved	""	0.008504643867135486
MAPT	CHEMBL:CHEMBL77387	Not Approved	""	0.0297662535349742
MAPT	4-PHENYLENEDIAMINE	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL493863	Not Approved	""	0.007441563383743551
MAPT	ERBSTATIN	Not Approved	""	0.008504643867135486
MAPT	CHEMBL:CHEMBL184074	Not Approved	""	0.0297662535349742
MAPT	TYRPHOSTIN 25	Not Approved	""	0.009922084511658068
MAPT	CEFACLOR ANHYDROUS	Approved	""	0.008504643867135486
MAPT	IDARUBICIN	Approved	Antineoplastic Agents	0.002480521127914517
MAPT	ETHOPROPAZINE HYDROCHLORIDE	Approved	""	0.01700928773427097
MAPT	XANTHOANGELOL	Not Approved	""	0.05953250706994841
MAPT	CHEMBL:CHEMBL1402376	Not Approved	""	0.05953250706994841
MAPT	METHYLENE BLUE ANHYDROUS	Approved	""	0.006266579691573517
MAPT	BROMOENOL LACTONE	Not Approved	""	0.0148831267674871
MAPT	TRICLABENDAZOLE	Approved	""	0.01984416902331613
MAPT	AHPN	Not Approved	""	0.01700928773427097
MAPT	CHLOROTHALONIL	Not Approved	""	0.009922084511658068
MAPT	DOCEBENONE	Not Approved	""	0.007441563383743551
MAPT	QUINALIZARIN	Not Approved	""	0.007937667609326455
MAPT	CHEMBL:CHEMBL546576	Not Approved	""	0.1190650141398968
MAPT	SANGUINARIUM CHLORIDE	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL591137	Not Approved	""	0.0148831267674871
MAPT	CHEMBL:CHEMBL578905	Not Approved	""	0.01700928773427097
MAPT	CHEMBL:CHEMBL586031	Not Approved	""	0.009158847241530526
MAPT	ISOBOLDINE	Not Approved	""	0.01984416902331613
MAPT	CHEMBL:CHEMBL601618	Not Approved	""	0.0297662535349742
MAPT	3-METHYLCHOLANTHRENE	Not Approved	""	0.0297662535349742
MAPT	TYRPHOSTIN 51	Not Approved	""	0.01322944601554409
MAPT	DOXORUBICIN HYDROCHLORIDE	Approved	antineoplastic agent	0.0007937667609326455
MAPT	ISOGINKGETIN	Not Approved	""	0.1190650141398968
MAPT	CHEMBL:CHEMBL1079460	Not Approved	""	0.009158847241530526
MAPT	APOMORPHINE	Approved	antiparkinson agent,for treatment of erectile dysfunction,for treatment of sexual dysfunction in women	0.004409815338514697
MAPT	METHYSERGIDE MALEATE	Approved	""	0.01984416902331613
MAPT	RHAMNETIN	Not Approved	""	0.01190650141398968
MAPT	TETROQUINONE	Not Approved	""	0.01700928773427097
